1	4106	1.000000000000004
1	298	1.000000000000004
1	3111	1.0000000000000033
1	2318	1.0000000000000022
1	1877	1.0000000000000018
1	6033	1.0
1	5940	1.0
1	5919	1.0
1	5910	1.0
1	5856	1.0
2	5280	1.000000000000004
2	4648	1.000000000000004
2	4420	1.000000000000004
2	2495	1.000000000000004
2	6012	1.0000000000000027
2	5152	1.0000000000000018
2	3133	1.0000000000000013
2	1487	1.0000000000000002
2	5909	1.0
2	5897	1.0
3	5552	1.000000000000004
3	4314	1.000000000000004
3	3109	1.000000000000004
3	3040	1.000000000000004
3	2660	1.000000000000004
3	1581	1.000000000000004
3	799	1.000000000000004
3	115	1.000000000000004
3	1729	1.0000000000000027
3	4113	1.0000000000000018
4	3677	1.000000000000004
4	3450	1.000000000000004
4	2241	1.000000000000004
4	1849	1.000000000000004
4	159	1.000000000000004
4	4162	1.0000000000000018
4	2554	1.0000000000000018
4	1315	1.0000000000000016
4	455	1.0000000000000004
4	6004	1.0
5	5052	1.0000000000000007
5	3488	1.0000000000000007
5	3319	1.0000000000000007
5	4777	1.0000000000000004
5	6039	1.0
5	6012	1.0
5	5876	1.0
5	5796	1.0
5	5719	1.0
5	5642	1.0
6	5514	1.000000000000004
6	3743	1.000000000000004
6	3580	1.000000000000004
6	1405	1.000000000000004
6	526	1.000000000000004
6	384	1.000000000000004
6	4341	1.0000000000000004
6	6017	1.0
6	5945	1.0
6	5944	1.0
7	4551	1.000000000000004
7	3052	1.000000000000004
7	2218	1.000000000000004
7	2043	1.000000000000004
7	1651	1.000000000000004
7	6004	1.0
7	5988	1.0
7	5977	1.0
7	5902	1.0
7	5887	1.0
8	5904	1.000000000000004
8	5360	1.000000000000004
8	3739	1.000000000000004
8	3343	1.000000000000004
8	1625	1.000000000000004
8	857	1.000000000000004
8	815	1.000000000000004
8	1459	1.0000000000000029
8	4703	1.0000000000000016
8	1966	1.0000000000000016
9	2141	1.000000000000004
9	5320	1.000000000000001
9	2444	1.0000000000000004
9	6012	1.0
9	5979	1.0
9	5899	1.0
9	5897	1.0
9	5879	1.0
9	5822	1.0
9	5656	1.0
10	3043	1.0
10	1070	1.0
10	986	1.0
10	841	1.0
10	886	0.9271726499455306
10	3488	0.9101820546182061
10	2626	0.9058216273156776
10	1480	0.9058216273156776
10	3291	0.8944271909999159
10	2488	0.8703882797784892
11	3009	1.000000000000004
11	2906	1.000000000000004
11	1444	1.000000000000004
11	1772	1.0000000000000022
11	4288	1.0000000000000018
11	3221	1.000000000000001
11	4272	1.0000000000000004
11	140	1.0000000000000004
11	6017	1.0
11	5984	1.0
12	346	1.0000000000000042
12	5415	1.000000000000004
12	4477	1.000000000000004
12	4407	1.000000000000004
12	2423	1.000000000000004
12	1063	1.000000000000004
12	927	1.000000000000004
12	360	1.000000000000004
12	714	1.0000000000000029
12	3690	1.0000000000000013
13	4120	1.000000000000004
13	2925	1.000000000000004
13	2673	1.000000000000004
13	1642	1.000000000000004
13	799	1.000000000000004
13	106	1.000000000000004
13	1656	1.0000000000000027
13	5384	1.0000000000000018
13	2530	1.0000000000000018
13	5656	1.0000000000000007
14	5415	1.000000000000004
14	4191	1.000000000000004
14	3678	1.000000000000004
14	2520	1.000000000000004
14	2416	1.000000000000004
14	1629	1.000000000000004
14	706	1.000000000000004
14	334	1.000000000000004
14	5673	1.0000000000000018
14	2892	1.0000000000000018
15	5068	1.000000000000004
15	507	1.0000000000000016
15	4529	1.0000000000000004
15	5909	1.0
15	5529	1.0
15	5089	1.0
15	5067	1.0
15	4273	1.0
