1	1
1	2
1	3
2	4
2	2
2	5
3	3
3	6
4	3
4	7
5	3
6	8
6	9
6	10
7	3
7	6
8	4
8	2
9	8
10	8
10	4
10	10
11	3
11	7
11	6
12	3
12	11
13	1
13	2
14	7
15	8
15	4
15	6
16	7
16	10
17	7
17	6
18	10
19	3
20	8
21	8
21	3
21	7
22	9
22	7
22	10
23	10
24	7
24	12
25	7
25	6
26	7
27	7
28	6
29	4
29	12
30	7
31	7
32	7
32	12
33	4
33	6
34	2
34	3
34	7
35	7
35	6
36	7
37	13
38	3
39	3
39	6
40	7
41	7
41	14
42	8
42	9
42	7
43	7
44	8
44	4
45	3
45	7
46	7
46	6
47	9
47	10
48	1
48	2
48	15
48	6
49	7
49	6
50	9
50	10
51	8
51	7
51	10
52	3
53	7
54	2
54	3
55	7
56	4
56	2
56	5
57	7
58	7
58	6
59	7
59	16
60	4
60	2
60	5
61	7
61	10
62	7
63	3
64	3
64	6
65	3
66	12
66	10
67	7
68	3
68	6
69	3
70	8
70	3
70	9
70	11
70	10
71	8
72	3
72	7
73	7
73	15
74	7
74	6
75	3
75	7
76	12
76	10
77	13
78	7
79	7
79	10
80	7
81	9
81	7
81	6
82	7
83	7
84	3
84	7
85	7
85	6
86	4
86	7
87	2
87	3
88	3
89	8
89	10
90	7
91	7
91	10
92	3
92	6
93	7
94	8
94	10
95	3
96	7
97	8
97	10
98	13
99	7
99	10
100	3
101	3
102	10
103	3
104	7
104	6
105	3
105	7
106	4
106	2
106	3
106	15
107	13
108	3
109	8
109	7
109	14
110	7
110	10
111	8
111	4
111	9
112	7
112	16
113	7
114	3
115	13
116	9
117	3
117	6
118	3
119	7
120	7
121	3
121	6
122	7
122	16
122	6
123	7
124	3
125	4
125	2
125	5
126	7
127	13
128	3
128	6
129	7
130	7
130	6
131	10
132	3
132	7
133	13
134	3
135	13
136	13
137	7
138	8
138	7
139	7
139	6
140	3
141	7
142	7
143	3
144	8
145	4
145	2
146	7
147	7
148	9
148	7
148	10
149	7
150	7
150	6
150	14
151	11
152	8
152	4
152	3
152	9
153	7
154	7
154	14
155	3
156	3
156	14
157	4
157	2
158	7
159	8
159	4
159	16
159	12
160	7
160	10
160	14
161	13
162	8
162	6
162	10
163	9
163	17
163	16
163	10
164	8
164	10
165	3
165	7
166	7
167	8
167	4
167	7
167	6
168	4
168	2
168	7
169	8
169	9
169	10
170	3
171	8
171	12
171	10
172	8
172	4
172	12
173	3
174	7
175	3
176	11
177	3
178	7
178	6
179	3
180	8
180	2
181	7
181	6
182	10
183	7
184	12
184	10
185	3
186	3
187	11
188	3
189	10
190	7
191	13
192	7
193	7
194	3
194	7
194	6
195	11
195	12
196	7
197	8
197	9
197	12
198	7
198	15
199	10
200	7
201	7
201	6
202	3
203	8
204	3
204	7
205	13
206	7
206	6
207	8
207	4
208	7
209	18
210	7
211	3
212	7
213	7
214	7
214	6
215	3
216	7
216	10
217	3
217	7
218	7
219	11
220	7
220	6
221	3
222	3
222	7
222	6
223	7
223	10
224	10
225	8
226	3
227	7
227	10
228	7
228	10
229	3
230	3
230	7
231	7
232	3
233	3
233	7
234	3
234	6
235	3
235	6
236	4
236	2
237	1
237	2
237	3
237	6
238	10
239	2
239	7
240	7
240	15
241	3
242	1
242	2
243	9
243	7
244	13
245	7
245	5
245	6
245	10
246	3
247	7
247	6
248	2
248	3
249	8
250	3
250	6
251	7
251	11
252	7
253	3
254	3
254	12
255	16
255	10
256	4
256	2
256	3
256	5
256	6
257	9
257	7
257	10
258	8
258	4
258	5
258	12
259	7
260	2
260	7
261	7
262	7
263	7
263	6
264	7
264	6
264	14
264	18
265	3
266	7
267	7
268	7
268	6
269	7
270	7
271	7
271	11
272	3
273	3
274	3
274	6
275	7
276	3
277	7
278	7
278	10
279	7
280	7
281	9
281	7
282	8
282	9
283	7
283	11
284	8
284	12
284	10
285	3
285	6
286	8
286	10
287	3
287	6
288	9
288	7
289	10
290	8
290	7
290	10
291	9
291	7
291	6
291	10
292	3
292	6
293	3
293	6
294	9
294	7
295	7
296	3
297	7
298	7
299	7
299	6
300	7
300	6
301	8
301	4
301	18
302	3
302	7
303	3
304	7
305	7
306	7
307	7
308	3
309	11
309	10
310	3
311	1
311	2
312	7
313	8
314	8
314	4
314	12
315	2
315	3
315	5
316	7
317	10
318	17
318	10
319	7
320	3
320	7
321	3
322	3
323	7
324	8
324	3
324	15
324	12
325	11
326	8
326	4
326	12
327	3
327	11
328	7
329	11
329	12
330	3
331	7
332	16
332	10
333	7
333	14
334	7
335	12
335	10
336	3
336	6
337	4
337	7
338	7
339	3
339	6
340	2
341	3
342	3
342	7
343	7
343	15
344	7
345	3
346	8
346	4
346	10
347	7
347	16
347	10
348	3
348	7
348	6
349	3
350	8
350	6
350	10
351	7
352	2
352	3
353	3
353	6
353	14
354	3
354	6
355	7
356	3
356	7
356	6
357	8
357	3
358	7
358	6
359	4
359	2
359	6
360	13
361	1
361	2
361	15
362	7
363	11
364	3
364	9
364	5
365	8
365	3
365	18
366	7
367	3
368	3
368	7
369	3
369	7
370	10
371	2
371	3
372	7
373	8
373	10
374	8
374	6
374	10
375	3
375	6
376	8
376	12
377	8
377	4
377	3
377	6
378	7
379	7
379	11
380	18
381	8
382	7
383	7
384	8
384	3
385	7
386	7
386	6
386	14
387	8
387	3
387	7
388	9
388	7
389	4
389	2
390	8
391	8
392	7
393	7
394	11
395	13
396	7
397	7
398	8
398	10
399	3
400	3
400	9
400	7
401	13
402	8
402	12
403	7
404	11
404	10
405	7
406	7
407	3
408	3
409	7
410	3
411	3
412	3
412	10
413	18
414	3
414	6
415	7
416	3
417	8
417	3
418	4
418	2
419	10
420	8
420	10
421	7
422	7
422	6
423	11
423	12
423	10
424	16
424	6
424	10
425	7
426	3
427	7
428	9
428	7
429	3
429	18
430	3
431	8
431	4
431	9
432	3
432	12
433	7
433	10
434	3
435	8
435	3
436	7
437	3
437	6
438	3
439	8
439	12
440	13
441	3
441	6
442	3
443	7
443	6
444	3
444	6
445	7
446	3
447	3
447	7
448	7
448	16
448	6
449	7
450	3
451	7
451	10
452	4
452	2
452	7
453	7
454	8
454	10
455	7
455	18
456	8
457	3
458	7
458	6
459	8
459	4
460	9
460	7
460	10
461	8
461	4
461	9
461	10
462	8
462	7
462	14
463	8
463	3
463	14
464	3
465	3
465	6
466	7
466	6
467	3
468	3
468	6
469	3
469	7
470	3
470	14
471	8
471	10
472	7
473	3
473	7
474	7
475	3
476	8
477	8
477	4
477	12
478	7
478	10
479	10
480	7
481	4
481	2
482	8
482	3
483	3
484	3
484	18
485	7
486	3
487	10
488	7
489	3
489	16
490	8
490	9
490	7
491	8
491	10
492	7
493	3
493	7
493	6
494	3
494	6
495	7
495	6
496	3
496	6
497	3
498	7
499	8
499	2
500	7
501	8
501	12
502	3
503	7
504	8
504	7
505	7
506	7
506	6
507	7
508	8
508	7
509	11
509	12
510	3
510	16
510	6
511	3
512	7
513	3
513	7
513	14
514	8
514	7
514	16
515	3
516	12
516	10
517	3
518	9
518	10
519	8
519	7
520	7
521	7
522	7
523	7
524	7
524	14
525	7
526	7
527	7
528	2
528	7
529	3
529	9
529	11
530	8
531	7
531	6
532	7
533	7
534	3
534	7
535	7
536	3
536	6
537	10
538	17
538	12
539	3
540	3
540	6
540	10
541	8
542	7
543	8
543	4
543	2
543	12
544	8
544	4
544	10
545	8
546	13
547	3
547	6
548	2
548	3
548	15
549	8
549	4
549	3
550	18
551	10
552	8
552	9
552	6
553	13
554	7
555	8
555	4
555	1
555	2
555	5
556	3
557	7
558	10
559	3
559	7
560	7
561	3
562	11
563	3
563	6
564	7
565	3
565	7
566	2
566	3
567	3
567	7
568	7
569	7
570	7
571	3
571	7
572	2
572	3
573	3
574	4
574	2
575	7
575	16
576	10
577	7
578	13
579	3
580	3
580	7
581	7
582	3
583	2
583	3
584	3
584	6
584	10
585	1
585	2
585	3
585	15
586	8
586	12
586	10
587	4
587	7
587	18
588	8
588	7
588	10
589	8
589	4
589	9
589	7
590	7
590	10
591	1
591	2
591	15
592	1
592	2
592	15
593	1
593	2
594	3
594	6
595	3
596	18
597	10
598	7
599	13
600	3
601	13
602	7
602	6
603	11
604	7
605	9
605	7
605	10
606	4
606	2
607	8
607	4
607	1
607	11
607	12
608	8
608	11
608	12
609	3
610	7
610	6
611	7
611	10
612	7
613	1
613	2
614	7
615	3
615	6
616	3
617	7
618	7
619	6
620	8
620	7
620	10
621	7
622	3
623	7
623	10
624	7
624	10
625	7
626	7
626	6
627	1
627	2
627	15
628	14
629	3
630	3
631	3
631	7
632	7
633	3
634	6
635	3
636	7
636	10
637	3
638	7
639	3
640	3
641	7
642	7
642	14
643	8
643	4
643	16
644	3
644	7
645	7
646	3
647	16
648	8
648	4
648	5
649	7
649	6
650	3
651	3
652	3
652	7
653	7
654	9
654	10
655	7
656	1
656	2
656	15
657	10
658	3
659	3
660	14
661	7
662	8
663	7
664	7
665	7
666	3
666	12
667	7
668	4
668	1
668	2
668	3
668	5
669	4
669	12
670	8
670	7
670	10
671	7
672	7
672	10
673	7
674	12
675	9
676	13
676	7
677	13
678	7
679	7
680	7
680	6
681	8
681	4
681	3
681	14
682	6
683	3
683	6
684	8
684	12
684	10
685	7
686	8
687	16
687	10
688	10
689	7
689	6
690	7
691	7
692	3
693	7
694	7
695	7
696	8
696	4
697	3
698	7
699	9
699	17
699	10
700	3
700	6
701	1
701	2
702	3
703	4
703	2
704	7
705	7
706	18
707	7
708	9
709	3
710	3
710	12
711	3
712	1
713	7
714	13
715	7
716	7
716	11
717	3
718	7
719	13
720	3
721	7
722	7
723	16
723	10
724	9
725	8
725	4
725	10
726	3
727	3
727	11
728	8
728	4
728	6
728	10
729	8
729	12
730	7
731	3
732	1
732	12
733	11
733	10
734	3
735	7
736	1
736	3
736	10
737	17
738	3
739	8
739	12
739	10
740	7
741	12
741	14
742	3
743	3
743	6
744	3
744	7
745	4
745	2
746	2
746	7
747	13
748	7
749	7
750	13
751	14
752	4
753	3
753	9
754	7
755	7
755	6
756	3
756	7
757	7
758	7
759	7
760	13
761	7
762	3
762	7
763	3
764	7
765	7
766	11
767	3
767	7
768	14
769	7
770	7
770	6
771	8
771	12
771	14
772	7
773	10
774	1
774	2
774	15
775	3
776	3
777	8
777	10
778	13
779	3
779	5
779	6
779	12
780	7
781	7
782	13
783	5
784	7
785	3
785	7
786	7
787	7
788	3
789	8
789	4
789	10
790	3
790	11
791	7
791	16
792	2
792	3
793	7
793	6
794	6
795	3
795	6
796	7
797	7
798	3
798	6
799	4
799	2
800	8
800	4
801	2
801	3
801	5
802	3
803	7
804	3
805	7
806	8
806	16
806	10
807	7
808	3
809	3
809	7
810	7
811	6
812	7
813	7
814	7
815	3
815	6
816	7
817	7
818	4
818	2
819	3
819	15
820	3
821	7
822	7
822	10
823	3
824	3
825	7
826	8
826	4
826	10
827	2
827	3
828	3
828	7
828	6
829	8
829	10
830	3
831	11
832	11
833	7
834	7
835	7
836	7
837	3
837	7
838	7
839	8
839	4
839	12
839	10
840	9
840	7
841	7
842	3
842	6
843	7
844	7
845	7
846	3
847	7
848	8
848	9
848	7
849	13
850	3
851	8
851	10
852	7
853	3
854	3
854	7
855	7
856	9
856	7
856	6
856	10
857	3
857	9
858	3
859	9
860	3
861	3
862	7
863	7
864	9
864	7
865	7
866	8
867	7
868	7
869	11
870	12
870	10
871	2
871	3
872	7
872	10
873	7
874	2
874	7
874	5
875	8
876	7
877	1
877	2
878	6
879	10
880	11
880	10
881	3
881	7
881	6
882	7
883	6
884	7
885	7
886	4
886	14
887	3
887	6
888	15
888	6
889	15
889	6
890	3
890	15
891	7
891	6
892	16
892	10
893	16
893	10
894	3
895	16
895	10
896	3
896	15
896	6
897	7
897	10
898	3
898	7
899	3
899	9
900	3
900	16
900	6
900	10
901	7
901	6
901	14
902	17
902	16
903	15
903	6
904	3
904	6
905	3
905	6
906	2
906	7
907	15
908	4
908	2
908	7
908	15
909	7
909	6
909	14
910	3
911	17
912	7
913	7
913	16
913	12
913	10
914	4
914	6
915	7
916	3
917	6
917	10
918	10
919	17
919	6
919	10
920	16
920	6
920	10
921	6
922	3
922	6
922	10
923	3
924	3
924	15
925	3
925	6
926	3
926	6
927	15
928	3
928	7
929	8
929	4
930	4
931	9
931	17
931	16
932	7
932	6
933	7
934	3
934	15
934	6
935	3
935	7
935	14
936	3
937	7
938	7
939	16
940	3
941	4
941	3
942	7
943	7
944	3
945	7
945	6
946	7
947	3
947	16
948	7
949	9
949	7
950	7
951	9
951	7
952	15
953	18
954	10
955	7
956	18
957	11
957	12
958	8
958	4
958	6
958	14
959	3
959	7
960	7
961	7
962	7
963	7
963	6
964	3
964	15
965	6
965	14
966	16
967	7
968	7
968	14
969	8
970	7
971	7
972	6
973	3
973	7
974	13
975	4
975	2
976	7
976	6
977	3
977	7
978	7
979	8
979	4
979	10
980	7
980	14
981	10
982	7
983	7
984	8
984	7
984	18
985	7
985	10
986	8
986	9
987	9
988	9
989	3
